2.77711916634729e-06	0.00313901311326667	8.09	8.49
0.509070187328623	0.466396990292299	4.2	3.82
8901.74407449313	833.78695038657	9.16	6.2
0.00103663002426021	3.33508093845354e-09	5.86	5.26
0.249468920600919	7.24641764030566e-06	4.04	3.52
7.47286067600785e-06	9.90473698010486e-06	4.95	4.16
297560.201585257	7012.56339503027	8.29	11.49
0.0606084109562089	0.000151763591343465	6.58	4.72
0.791932154294013	0.0365876921135386	4.95	3.73
8.92235854091112e-11	3.16185327203308e-10	5.17	4.17
2606.48744968265	23.4344631292513	7.28	5.87
4.97495605590337e-09	1.17658849587596e-08	5.84	4.71
0.00188710166233342	0.0027095713102138	8.47	5.68
3.18938720877684e-06	4.90077152435394e-07	8.43	6.05
0.00580752677053085	2.33431620592746e-20	5.29	4.19
0.0120721609272573	3.81172156946173e-17	4.45	4.29
