-391.660987442426	-391.60595773123	-391.66599	3.3130137192897e-06	0.0179111789350896	7.64	7.8
-4.74714461828545	-5.2457476896467	-9.6602	0.493309984355763	0.621413131939978	4.22	3.36
961.627748650086	23.3026334389674	0	39695.8702949907	798.636449743143	8.49	6.7
-1.8978532866793	-1.91314883464637	-1.9133	0.00149498746452472	5.7982255223249e-06	5.91	5.01
-18.9568282447337	-19.205627836727	-19.2085	0.49109468123406	1.63939662233047e-05	3.86	4.09
0.398339794239438	0.398426132720373	0.3979	0.000857960654056047	1.82789480881612e-05	4.75	3.56
1572.61269789057	14.5610835017852	0	350846.839643312	4887.80295031392	7.22	14.23
0.171630033567579	0.00247372942009321	0	0.154100128235965	1.518040517357e-05	5.88	4.21
-186.713351598898	-186.527076110716	-186.7309	0.00143476045968123	0.0843273463659322	4.68	3.91
-10.7409072123997	-10.7409069782476	-10.7409	5.72325736691809e-12	4.78479040593988e-08	4.79	4.22
-896.878024052114	-955.832304243766	-959.6407	2505.39022073022	127.919308289224	7.25	6.44
-1.03157240870035	-1.03150213913008	-1.0316	2.09818789296142e-08	2.83781654824292e-08	5.28	5.62
0.229896601230484	0.192127823583377	0	0.00131467031943318	0.00331019796598039	8.74	5.51
-0.999401398473288	-0.999883476925756	-1	3.19852199511513e-07	9.88520680932151e-08	7.78	6.38
0.0228620895559727	2.27196772519529e-11	0	0.00580750152755432	2.61557488099115e-22	5.31	4.12
0.380512200266629	0.367879454501672	0.3679	0.00998324758831973	1.00942197739304e-11	3.75	4.23
